key,LT,bg,bih,de,dk,en,es,fi,fil,fr,id,it,ja,ko,mne,nl,pl,pt,ro,ru,srb,tr,uk,vi,zh
boost_money,,,,,,Money Printer,Impresora de dinero,,,,,,貨幣印刷機,,,,,Impressor de Dinheiro,,,,,,,
<!MissingKey:Instantly receive 5000 Tokens>,,,,,,"Instantly receive 5000 Tokens
+1 Support Level",,,,,,,"5000トークンをすぐに入手します
サポートレベルが1上がります",,,,,"Instantaneamente receba 5000 Fichas
+1 Nível de Suporte",,,,,,,
window_downloader_program,,,,,,Program Downloader,Descargador de programas,,,Downloader de programme,,,プログラムダウンローダー,,,,,Downloader de Programa,,,,,,,
window_mine_bitcoin_desc,,,,,,"Uses GPU Speed to mine Bitcoin, a coin with medium volatility","Utiliza la velocidad de la GPU para minar Bitcoin, una moneda con media volatilidad",,,"Utilise la vitesse du GPU pour miner du Bitcoin, une pièce à volatilité moyenne","Menggunakan Kecepatan GPU untuk menambang Bitcoin, Koin dengan ketidakstabilan sedang",,GPU速度を使用し、ビットコイン(中変動率の暗号通貨)を入手します,"GPU 속도를 사용해 Bitcoin을 채굴, 변동성 중간",,,,"Usa Velocidade de GPU para minerar Bitcoin, uma criptomoeda de volatilidade média",,,,,,,
achievement_fully_optimized,,,,,,Back-end Dev,Desarrollo back-end,,,,Pengembang Back-end,,バックエンド開発者,,,,,Desenvolvedor Back-end,,,,,,,
resource_hashmap_string_desc,,,,,,HashMap variable produced from an Array[String] and an Array[String].,,,,HashMap générée à partir d'un Array[String] et d'un Array[String].,Variabel HashMap yang diproduksi dari Array[String] dan Array[String].,,Array[String]とArray[String]のペアからなるHashmap型の変数です,배열[String]과 배열[String]로 생산되는 해쉬맵 변수,,,"Zmienna typu HashMap wytworzona z Arrary[String] oraz Array[String]

",Variável HashMap produzida usando um Array[String] e um Array[String].,,,,,,,
resource_array_bool,,,,,,Array[bool],Array[bool],,,Array[Bool],Array[bool],,Array[bool],배열[bool],,,Array[bool],Array[bool],,,,,,,Array[bool]
guide_window_crypto_seller,,,,,,Allows for the manual selling of inserted cryptocoins in a variable market.,,,,,,,入力した暗号通貨を様々なマーケットで売却します。売却は手動で行います。,,,,,Permite a venda manual de criptomoedas inseridas em um mercado variável.,,,,,,,
tutorial_desc_drag_uploader,,,,,,Drag the top part of the Uploader node to start moving it,Arrastre la parte superior del nodo Cargador para comenzar a moverlo,,,,,,アップローダーノードの上部を掴んでください,,,,,Arraste o topo do nódulo Uploader para move-lo,,,,,,,
window_ripper_desc,,,,,,Rips Games into Programs,,,,Extrait les jeux en programmes,,,ゲームファイルを分解してプログラムファイルにします,게임을 프로그램으로 치환,,,,Extrai Jogos em Programas,,,,,,,
window_crypto_seller_desc,,,,,,Sells coins in exchange for Money,Vende criptomonedas a cambio de dinero,,,Vend les Crypto-monnaie contre de l'argent,Jual koin dengan ganti Uang,,暗号通貨を売却し、クレジットを入手します,코인을 매도해 돈으로 변환,,,,Vende criptomoedas em troca de Dinheiro,,,,,,,
guide_window_enhancer,,,,,,"Enhances files using Clock Speed, adding the enhanced modifier and increasing its size and quality by 2x.
Removes one compressed modifier.
The amount of cycles (C) required is based on 2x the file size.",,,,,,,"クロック速度を使用してファイルを拡張し、ファイルサイズと品質を2倍にします。
また、圧縮マークを1つ除去します。
必要なサイクル(C)の量はファイルサイズに応じて決まります。",,,,,"Aprimora arquivos usando Velocidade de Clock, adicionando o modificador aprimorado e aumentando seu tamanho e qualidade em 2x. Remove um modificador de compressão. 
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do arquivo.
",,,,,,,
resource_money_desc,,,,,,Currency for unlocking upgrades.,,,,Devise pour débloquer les mises à niveau.,Mata Tukar untuk membuka peningkatan.,,アップグレードアンロックに使用する通貨です,업그레이드 해금을 위한 화폐,,,Waluta do odblokowywania ulepszeń.,Câmbio usado para desbloquear melhorias.,,,,,,,
perk_download_manager,,,,,,Download Manager,Administrador de descargas,,,Gestionnaire de Download,Pengelola Unduh,,ダウンロードマネージャー,다운로드 매니저,,,,Gerenciador de Download,,,,,,,
menu_rest,,,,,,Rest,,,,Repos,Istirahat,,休憩,휴식,,,Odpoczynek,Descanso,,,,,,,休息
resource_array_bigint,,,,,,Array[BigInt],Array[BigInt],,,Array[BigInt],Array[BigInt],,Array[BigInt],배열[BigInt],,,"Array[BigInt]
",Array[BigInt],,,,,,,Array[BigInt]
window_generator_video,,,,,,Video Generator,Generador de vídeo,,,Générateur de vidéo,,,動画ジェネレーター,비디오 생산기,,,,Gerador de Vídeo,,,,,,,影片生成器
resource_bigint,,,,,,BigInt,BigInt,,,BigInt,BigInt,,BigInt,BigInt,,,BigInt,BigInt,,,,,,,BigInt
window_drain,,,,,,Drain,,,,Drainer,,,ドレイン,,,,,Drenar,,,,,,,
boost_bandwidth_desc,,,,,,Doubles Download and Upload Speed for 10 minutes,Duplica la velocidad de descarga y carga durante 10 minutos,,,,,,ダウンロード速度とアップロード速度を10分間2倍にします,,,,,Dobra a Velocidade de Download e Upload por 10 minutos,,,,,,,
resource_infected_computer_desc,,,,,,Obtained by infiltrating computers with Trojans.,Se obtiene infiltrando troyanos en ordenadores.,,,Obtenu en infiltrant des ordinateurs avec des Trojans.,Diperoleh dengan menginfiltrasi komputer dengan Trojan.,,トロイの木馬を用いてコンピュータに侵入することで獲得できます,트로이 바이러스로 컴퓨터에 침투하여 획득가능,,,Uzyskiwane za przejmowanie komputerów przez Trojany.,Obtido através da infiltração de computadores usando Cavalos de Tróia.,,,,,,,
window_heat_sink_desc,,,,,,Dissipates heat produced from overclocking,Disipa el calor producido por el overclocking.,,,Dissipe la chaleur produire par l'overclocking,,,オーバークロックによって発生する熱を発散します,,,,,Dissipa calor produzido através do overclock,,,,,,,
action_reduce_threat,,,,,,Reduce Threat,,,,Réduire la menace,Turunkan Ancaman,,脅威レベルを下げる,위협 하향,,,Zmniejsz zagrożenie,Diminuir Risco,,,,,,,降低風險
research_distillation_desc,,,,,,"Unlocks the Distillator, which distills file data for improved neuron production",,,,,,,データを蒸留してニューロン生産量を増やすディスティレーターをアンロックします,,,,,"Desbloqueia o Destilador, que permite destilar arquivos para potencializar seu ganho de neurônios",,,,,,,
stats_max_government_intel,,,,,,Total Government Intel,Total de Información gubernamental,,,Renseignement Gouvernemental Total,Total Intelijen Pemerintah,,合計国家機密,,,,,Inteligência Governamental Roubadas,,,,,,,
upgrade_antivirus,,,,,,Antivirus,Antivirus,,,Antivirus ,,,アンチウイルス,,,,,Antivírus,,,,,,,防毒軟件
research_analysis,,,,,,Pre-analysis,Preanálisis,,,Pré-analyse,,,事前分析,,,,,Pré-análise,,,,,,,
guide_window_commit,,,,,,Commits inserted code in exchange for Contribution. Reward is based on the code complexity and its modifiers.,,,,,,,入力されたコードをコミットし、貢献ポイントを獲得します。報酬量はコードの複雑さとマークに応じて変わります。,,,,,Comita códigos inseridos em troca de Contribuição. A recompensa é baseado na complexidade do código e seus modificadores.,,,,,,,
guide_nodes,,,,,,Nodes,Nodos,,,Nœuds,Node,,ノード,노드,,,Łączenia,Nódulos,,,,,,,節點
guide_window_execute_injection,,,,,,Provides Vulnerability based on the Hack Power inserted.,,,,,,,入力されたハックパワーに基づき脆弱性を生産します。,,,,,Fornece Vulnerabilidade baseado no Poder de Hack inserido.,,,,,,,
research_breach_corporation,,,,,,Corporation Breaching,,,,Intrusion d'entreprise,Penerobosan Korporat,,企業データ侵入,,,,,Brecha de Corporação,,,,,,,
research_compression,,,,,,Compression,Compresión,,,Compression,,,圧縮,,,,,Compressão,,,,,,,
window_critical_payload_desc,,,,,,Has a 10% chance of increasing inserted Payload Damage by 150%. Requires 1 Hack Skill available,,,,A 10 % de chances d'augmenter les dégâts de payload insérés de 150 %. Nécessite 1 compétence de hack disponible,,,入力されたペイロードダメージを10%の確率で1.5倍にします。利用可能なハックスキルが1必要です,,,,,Possui 10% de chance de aumentar o Dano de Payload inserido em 150%. Requer uma habilidade de hack,,,,,,,
achievement_trojan_desc,,,,,,Upload a file with a trojan,Subir un archivo con un troyano,,,,Unggah file dengan trojan,,トロイの木馬入りのファイルをアップロードする,,,,,Faça upload de um arquivo com cavalo de tróia,,,,,,,
guide_window_segmenter,,,,,,Splits element type resources into two outputs with user-controlled ratio,,,,,,,エレメントリソースをユーザー指定の比率で2つの出力に分割します。,,,,,Divide os recursos do elemento em duas saídas com proporção controlada pelo usuário,,,,,,,
window_inject_trojan,,,,,,Inject Trojan,,,,Injection de Trojan,,,トロイの木馬注入,,,,,Injetar Cavalo de Tróia,,,,,,,感染
window_code_application_desc,,,,,,Code applications using arrays,,,,Code des application en utilisant des Arrays,,,Arrayを使用してアプリケーションをコーディングします,,,,,Programa aplicações usando arrays,,,,,,,
window_distillator,,,,,,Distillator,Destilador,,,Distillateur,,,ディスティレーター,증류기,,,,Destilador,,,,,,,
menu_resources,,,,,,Resources,Recursos,,,Ressources,Bahan,,リソース,리소스,,,Zasoby,Recursos,,,,,,,資源
<!MissingKey:Ver.>,,,,,,Ver.,Ver.,,,Vers.,Ver.,,Ver.,Ver.,,,Ver.,Ver.,,,,,,,Ver.
upgrade_dissymmetry,,,,,,Dissymmetry,,,,Dissymetrie,,,非対称,,,,,Dissimetria,,,,,,,
level,,,,,,Level,Nivel,,,Niveau,Level,,レベル,레벨,,,Poziom,Nível,,,,,,,等級
hold_to_skip,,,,,,Hold to skip,Mantener pulsado para saltar,,,Maintenez pour passer,Tahan untuk melewati,,長押しでスキップ,꾹 눌러서 스킵,,,"Przytrzymaj, aby pominąć",Segure para pular,,,,,,,
stats_researched,,,,,,Files Researched,Archivos investigados,,,Fichiers recherchés,File Diteliti,,リサーチしたファイル,,,,,Arquivos Pesquisados,,,,,,,已研究檔案
second_abbreviation,,,,,,s,s,,,s,d,,秒,s,,,s,s,,,,,,,s
resource_neuron_game_desc,,,,,,Produced from AI training on Game files.,,,,Produit à partir de la formation à l'IA sur les fichiers de jeu.,Diproduksi dari pelatihan AI pada file Permainan.,,ゲームファイルでAIをトレーニングすることによって生産されます,게임 파일의 AI 트레이닝을 통해 생산,,,"Wytwarzane na podstawie treningu Sztucznej Inteligencji na Plikach Gier.


",Produzido através do treinamento de IAs usando arquivos de jogo.,,,,,,,
guide_window_compressor,,,,,,"Compresses files using Clock Speed, adding the compressed modifier and reducing its size by 2x.
Removes one enhancement modifier.
The amount of cycles (C) required is based on 2x the file size.",,,,,,,"クロック速度を使用してファイルを圧縮し、サイズを半分にします。
必要なサイクル(C)の量はファイルサイズに応じて決まります。",,,,,"Comprime arquivos usando Velocidade de Clock, adicionando o modificador comprimido e reduzindo seu tamanho em 2x. Remove um modificador de aprimoramento. 
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do arquivo.",,,,,,,
resource_boost_component_desc,,,,,,Boost for hardware components.,Impulso para componentes de hardware.,,,Boost pour les composants matériels.,Pelaju untuk Komponen Perangkat.,,ハードウェアのブーストです,하드웨어 부품 부스트,,,Wzmocnienie działania Komponentu.,Impulso para components de hardware.,,,,,,,
window_thermal_field_generator,,,,,,Thermal Field Generator,,,,Générateur thermique,,,熱場生成機,,,,,Gerador de Campo Térmico,,,,,,,
guide_window_antivirus_pro,,,,,,"Scans and removes viruses from files using Clock Speed, adding the scanned modifier and increasing its value by 4x.
The amount of cycles (C) required is based on 2x the file size.",,,,,,,"クロック速度を使用してファイルをスキャンしてウイルスを除去し、ファイルの価値を4倍にします。
必要なサイクル(C)の量はファイルサイズの2倍に応じて決まります。",,,,,"Escaneia e remove vírus de arquivos usando Velocidade de Clock, adicionando o modificador escaneado, aumentando o seu valor em 4x. 
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do arquivo.",,,,,,,
resource_heat_desc,,,,,,Generated from overclocking.,Generado a partir del overclocking.,,,Généré à partir de l'overclocking.,Dihasilkan dari melakukan overclock.,,オーバークロックで生成されます,오버클럭으로 생산됨.,,,Wygenerowane przez podkręcenie.,Gerado através do overclocking.,,,,,,,
guide_file_modifiers_scanned,,,,,, Scanned: Increases value by 4x, Escaneado: Aumenta el valor en 4x,,, Scanné: Augmente la valeur par x4, Dipindai: Menaikkan nilai sebesar 4x,, スキャン:価値が4倍になる,,,,, Escaneado: Aumenta o valor em 4x,,,,,,,
research_infect_payload_desc,,,,,,"Unlocks the Infect Payload skill, allowing Payload Damage to get extra Infection Damage",,,,"Débloque la compétence Charge virale, permettant aux dégâts de charge d'ajouter des dégâts d'infection supplémentaires",,,ペイロードダメージに感染ダメージを付与する感染ペイロードスキルをアンロックします,,,,,"Desbloqueia a habilidade ""Infectar Payload"", permitindo que Dano de Payload adquira Dano de Infecção",,,,,,,
premium_daily_tokens_desc,,,,,,"Instantly receive 1400 Tokens
Receive 200 Tokens daily
+1 Support Level",,,,,,,"1400トークンをすぐに入手します
毎日200トークンが支給されます
サポートレベルが1上がります",,,,,"Instantaneamente receba 1400 Fichas
Receba 200 Fichas diariamente
+1 Nível de Suporte",,,,,,,
window_hacker_desc,,,,,,Provides Hack Power based on Hack Experience,,,,Fournit une puissance de hacking basée sur l'expérience de hacking,,,ハック経験値に基づいてハックパワーを生産します,해킹 경험에 비례해 해킹 파워 제공,,,,Fornece Poder de Hack baseado na Experiência em Hack,,,,,,,
upgrade_improved_ai_sounds_desc,,,,,,Increases the value of generated Sound by 100%,,,,Augmente la valeur des sons générés de 100 %,,,生成音声の価値を100%増やします,,,,,Aumenta o valor de Sons gerados em 100%,,,,,,,
upgrade_improved_ai_games_desc,,,,,,Increases the value of generated Game by 100%,,,,Augmente la valeur des Jeux générés de 100 %,,,生成ゲームの価値を100%増やします,,,,,Aumenta o valor de Jogos gerados em 100%,,,,,,,
window_breach_government_desc,,,,,,"Starts a breach against the government, stealing Government Intel on success",,,,"Déclenche une attaque contre le gouvernement, et dérobe des renseignements gouvernementaux en cas de succès",,,政府データに侵入します。成功すると国家機密を入手します,,,,,"Começa uma brecha contra o governo, concedendo Inteligência Governamental em caso de sucesso",,,,,,,
english,,,,,,English,Ingles,,,Anglais,Inggris,,英語,,,,Angielski,Inglês,,,,,,,英文(English)
guide_window_redownloader,,,,,,"Redownloads files, removing the corruption and adding the verified modifier and increasing its value by 4x.
Download size is based on half the file size.",,,,,,,"破損したファイルを再ダウンロードして破損を取り除き、検証されたファイルにして価値を4倍にします。
必要なダウンロードサイズはファイルサイズの半分に基づきます。",,,,,"Rebaixa arquivos, removendo o modificador corrompido e adicionando o modificador verificado, aumentando o seu valor em 4x. 
O tamanho do download é baseado na metade do tamanho do arquivo.",,,,,,,
new_achievement,,,,,,New Achievement,Nuevo logro,,,Nouveau succès,Pencapaian Baru,,新しい実績があります,새 업적,,,Nowe osiągnięcie,Nova Conquista,,,,,,,
window_enhancer_desc,,,,,,Improves files for 2x more value at the cost of 2x more size,Mejora los archivos para obtener el doble de valor a costa de un tamaño dos veces mayor,,,Améliore les fichiers pour 2 fois plus de valeur au prix de 2 fois plus de taille,Menaikkan nilai file sebesar 2x dengan membuat ukuran menjadi 2x lebih besar,,ファイルのサイズを2倍にする代わりに価値を2倍にします,가치가 2배 증가하는 대신 크기도 2배 증가,,,,"Aprimora arquivos, aumentando seu valor em 2x, ao custo de 2x mais tamanho",,,,,,,
resource_hack_power,,,,,,Hack Power,Poder de hackeo,,,Puissance de hack,Tenaga Retas,,ハックパワー,해킹 파워,,,Moc Hakowania,Poder de Hack,,,,,,,
window_processing_seller_desc,,,,,,Sells Clock Speed in exchange for Money,Vende velocidad de reloj a cambio de dinero,,,Vend la Vitesse de l'Horloge en échange d'Argent,Jual Kecepatan Clock dengan ganti Uang,,クロック速度を売却してクレジットを獲得します,클럭 속도를 돈으로 치환해 판매,,,,Vende Velocidade de Processamento em troca de Dinheiro,,,,,,,
upgrade_hack_infection_specialist,,,,,,Infection Specialist,Especialista en infecciones,,,,,,感染スペシャリスト,,,,,Especialista em Infecção,,,,,,,
resource_code_application,,,,,,Application Code,,,,Code d'application,Kode Aplikasi,,アプリケーションコード,어플리케이션 코드,,,,Código de Aplicação,,,,,,,
window_collect_desc,,,,,,Collects resources to be used outside of the desktop,,,,Collecte des ressources utilisables en dehors du bureau,,,リソースを収集し、デスクトップの外で使用できるようにします,,,,,Colhe recursos para ser usado fora da área de trabalho,,,,,,,
upgrade_hack_skills_desc,,,,,,Increases Hack Skills node limit by 1,Aumenta el límite de nodos de habilidades de hackeo en 1,,,,,,ハックスキルノードの個数上限を1増やします,,,,,Aumenta o limite de habilidades de hack em 1,,,,,,,
upgrade_storage_size,,,,,,Storage Size,Tamaño de almacenamiento,,,Taille du stockage,Ukuran Penyimpanan,,ストレージサイズ,저장소 크기,,,Rozmiar Pamięci,Capacidade,,,,,,,
research_debugging,,,,,,Debugging,,,,,,,デバッグ,,,,,Depuração,,,,,,,
achievement_completionist,,,,,,Completionist,,,,,Sepuh Diatas Sepuh,,完璧主義者,,,,,Completista,,,,,,,
research_refinement,,,,,,Data Refinement,Refinamiento de datos,,,Raffinement des données,,,データリファイン,,,,,Refinamento de Dados,,,,,,,
guide_server,,,,,,Server,Servidor,,,Serveur,,,サーバー,,,,,Servidor,,,,,,,
window_server,,,,,,Server,Servidor,,,Serveur,Server,,サーバー,서버,,,,Servidor,,,,,,,伺服器
resource_litecoin,,,,,,Litecoin,Litecoin,,,Litecoin,Litecoin,,ライフコイン,Litecoin,,,Litecoin,Litecoin,,,,,,,Litecoin
boost_research,,,,,,Nitpick Research,,,,,,,入念な研究,,,,,Pesquisa Minuciosa,,,,,,,
research_enhancement_desc,,,,,,"Unlocks the Enhancer, allowing files to be improved at the cost of increased size",,,,,,,ファイルのサイズを増やす代わりに価値を増やすエンハンサーをアンロックします,,,,,"Desbloqueia o Aprimorador, permitindo que arquivos sejam aprimorador para aumentar o seu valor ao custo de arquivos maiores",,,,,,,
resource_bitcoin_desc,,,,,,Mined cryptocoin (medium volatility); sells for 200m Money.,,,,Cryptocoin extrait (volatilité moyenne) ; se vend pour 200 millions.,Koin Kripto hasil menambang (ketidakstabilan sedang); dijual senilai uang 200jt.,,中変動率の暗号通貨です。200m貨幣で売却できます,채굴된 크립토코인 (변동성 중간); 돈 200m 에 매도가능,,,Wydobyta kryptowaluta (o średniej zmienności); sprzedawana za 200m Pieniędzy,Criptomoeda minerada (volatilidade média); vendida por 200m em Dinheiro.,,,,,,,
action_collect,,,,,,Collect,Recolectar,,,Récupérer,Ambil,,収集する,수집,,,Zbierz,Coletar,,,,,,,收集
window_data_lab_desc,,,,,,Uses files to generate Research,,,,Utilise des fichiers pour générer des recherches,Menggunakan file untuk menghasilkan penelitian,,ファイルを使用してリサーチを生産します,파일을 사용해 연구 생산,,,,Usa arquivos para gerar Pesquisa,,,,,,,
resource_array_vector,,,,,,Array[Vector],Array[Vector],,,Array[Vector],Array[Vector],,Array[Vector],배열[Vector],,,"Array[Vector]
",Array[Vector],,,,,,,Array[Vector]
window_antivirus_pro_desc,,,,,,"Scans and removes virus from files, increasing value by 4x","Escanea y elimina virus de los archivos, aumentando el valor 4 veces",,,"Analyse et supprime les virus des fichiers, augmentant la valeur de 4 fois","Pindai dan bersihkan file dari virus, menaikkan nilainya sebanyak 4x",,ファイルのウイルスをスキャン&除去し、価値を4倍にします,"파일을 스캔하고 바이러스도 제거하며, 가치를 4배 증가시킴",,,,"Procura e remove vírus de arquivos, aumentando seu valor em 4x",,,,,,,
premium_chronomancer_desc,,,,,,"Doubles Rest Time production and capacity
Produce Rest Time while online
+1 Support Level",,,,,,,"休憩時間の生成量と上限が2倍になります
オンライン中も休憩時間を生産します
サポートレベルが1上がります",,,,,"Dobra a capacidade e ganho do Tempo de Descanso
Produz Tempo de Descanso enquanto online
+1 Nível de Suporte",,,,,,,
spanish,,,,,,Spanish,Español,,,Espagnol,Spanyol,,スペイン語,,,,Hiszpański,Espanhol,,,,,,,西班牙文
window_build,,,,,,Build,,,,Compiler,,,ビルド,,,,,Compilar,,,,,,,
upgrade_optimization_ripper,,,,,,Optimized Rip,,,,,,,リップ最適化,,,,,Extração Otimizada,,,,,,,
window_code_application,,,,,,Code Application,,,,Code Application,,,アプリケーションコーディング,,,,,Programar Aplicação,,,,,,,
action_purchase,,,,,,Purchase,Compra,,,Acheter,Beli,,購入する,구매,,,Kup,Comprar,,,,,,,購買
upgrade_image_downloader_desc,,,,,,Unlocks the Image Downloader,Desbloquea el Descargador de imágenes,,,Débloque le Downloader d'image,,,画像ダウンローダーをアンロックします,,,,,Desbloqueia o Downloader de Imagem,,,,,,,
window_gpu_synchronizer,,,,,,GPU Synchronizer,Sincronizador de GPU,,,Synchroniseur GPU,Penyinkron GPU,,GPUシンクロナイザー,GPU 싱크로나이저,,,,Sincronizador de GPU,,,,,,,
window_hacker,,,,,,Hack Interface,Interfaz de hackeo,,,Interface de hacking,,,ハックインターフェース,해킹 인터페이스,,,,Interface Hacker,,,,,,,
menu_hacking,,,,,,Hacking,Hackeo,,,Hacking,Peretasan,,ハッキング,해킹,,,Hakowanie,Hacking,,,,,,,駭客
window_generator_sound,,,,,,Sound Generator,Generador de sonido,,,Générateur de son,,,音声ジェネレーター,사운드 생산기,,,,Gerador de Som,,,,,,,聲音生成器
upgrade_optimization_download_size,,,,,,Compressed Downloads,Descargas comprimidas,,,,,,圧縮ダウンロード,,,,,Downloads Compactos,,,,,,,
research_cooling_desc,,,,,,"Unlocks the Heat Sink, allowing Heat produced from overclocking to be dissipated","Desbloquea el disipador de calor, lo que permite disipar el calor producido por el overclocking.",,,,,,オーバークロックで発生した熱を発散する冷却器をアンロックします,,,,,"Desbloqueia o Dissipador de Calor, permitindo que o Calor produzido do overclocking seja dissipado",,,,,,,
window_breach_anonymous,,,,,,Breach Anonymous,,,,Infiltrer Anonymous,,,個人データ侵入,,,,,Invadir Anonymous,,,,,,,
upgrade_antivirus_plus,,,,,,Antivirus+,Antivirus+,,,Antivirus +,,,アンチウイルス+,,,,,Antivírus+,,,,,,,防毒軟件+
upgrade_improved_ai_programs,,,,,,Improved Program Generation,,,,Génération de Programme améliorée,,,改良版プログラム生成,,,,,Geração de Programa Aprimorada,,,,,,,
window_research_desc,,,,,,Provides Research Boost using AI Power,,,,Fournit un boost de recherche en utilisant la puissance de l'IA,Menyediakan Pelaju Penelitian menggunakan Tenaga AI,,AIパワーを使用してリサーチブーストを生産します,AI 파워를 사용해 연구 부스트 제공,,,,Fornece Impulso de Pesquisa usando Poder de IA,,,,,,,
stats_max_research,,,,,,Total Research,Total de investigaciones,,,Recherche Totale,Total Penelitian,,合計リサーチ,,,,,Pesquisa Total,,,,,,,總研究量
upgrade_hack_breach_speed,,,,,,Breach Speed,,,,,,,データ侵入速度,,,,,Velocidade de Brecha,,,,,,,
window_auto_crypto_seller_desc,,,,,,Automatically sells coins in exchange for Money,Vende automáticamente criptomonedas a cambio de dinero,,,Vend les Crypto-monnaie automatiquement contre de l'argent,Secara otomatis menjual koin dengan ganti Uang,,自動的に暗号通貨を売却し、クレジットを入手します,자동으로 코인을 매도해 돈으로 변환,,,,Automaticamente vende criptomoedas em troca de Dinheiro,,,,,,,
upgrade_breach_government_layers_desc,,,,,,Multiplicatively reduces government defense layers by 10%,Reduce multiplicativamente las defensas gubernamentales en un 10%,,,,,,政府の装甲を乗算的に10%減少させます,,,,,Multiplicativamente reduz as camadas de defesa do governo em 10%,,,,,,,
build_limit_reached,,,,,,Error: Node count limit reached,Error: Se alcanzó el límite de nodos,,,Erreur : Limite de noeuds atteinte,Kesalahan: Batas jumlah node tercapai,,エラー:ノード数上限に達しました,,,,,Erro: limite de nódulos alcançado,,,,,,,
guide_window_build_infection,,,,,,Builds up Infection Damage based on the Hack Power inserted.,,,,,,,入力されたハックパワーに基づき感染ダメージを生産します。,,,,,Cria Dano de Infecção baseado no Poder de Hack inserido.,,,,,,,
resource_hack_experience_desc,,,,,,Increases Hack Level; obtained by breaching Anonymous.,,,,Augmente le Hack Level ; obtenu en infiltrant Anonymous.,Menaikkan Level Retas; diperoleh dengan menerobos Anonim.,,ハックレベルを増加させます。個人データに侵入することで獲得できます,해킹 레벨 상승; 익명으로 침투하여 획득가능,,,Zwiększ poziom Hakowania; uzyskane poprzez naruszenie Anonymous.,Aumenta o Nível de Hack; Obtido através de brechas de anônimos.,,,,,,,
window_generator_game,,,,,,Game Generator,Generador de juegos,,,Générateur de jeux,,,ゲームジェネレーター,게임 생산기,,,,Gerador de Jogo,,,,,,,遊戲生成器
guide_window_inventory,,,,,,Groups currency type resources together in a single output.,,,,,,,複数の通貨リソースをまとめて1つの出力にします。,,,,,Agrupa recursos do tipo câmbio em uma única saída.,,,,,,,
research_research_desc,,,,,,Use research points to permanently unlock new features and technologies,Utilice puntos de investigación para desbloquear permanentemente nuevas funciones y tecnologías.,,,,,,リサーチポイントを使って恒久的な機能やテクノロジーをアンロックできます,,,,,Use pontos de pesquisa para desbloquear permanentemente novas tecnologias,,,,,,,
guide_window_mine_token,,,,,,"Mines Tokens using GPU Speed. The cycle requirement increases exponentially for each Token mined, and does not reset when entering the Portal.",,,,,,,GPu速度を使用してトークンを生産します。必要なサイクル数はトークンを生産するにつれて指数関数的に上昇し、ポータルに入ってもリセットされません。,,,,,Minera Fichas usando Velocidade de GPU. A exigência de ciclo aumenta exponencialmente para cada Ficha minerada e não é reiniciada ao entrar no Portal.,,,,,,,
upgrade_mining_multiplier_desc,,,,,,Multiplicatively increases Money gained from crypto coins by 100%,Aumenta multiplicativamente el dinero obtenido de las criptomonedas en un 100 %,,,,,,暗号通貨から獲得できるクレジットを乗算的に100%増加させます,,,,,Aumenta multiplicativamente o dinheiro ganho com criptomoedas em 100%.,,,,,,,
window_mine_tether,,,,,,Mine Tether,Mina de Tether,,,Minage Tether,Tambang Tether,,テザーマイナー,Tether 채굴,,,,Minerar Tether,,,,,,,
perk_plus_network_desc,,,,,,Increases Network node limit by 1,Aumenta el límite de la red de nodos en 1,,,,,,ネットワークノード個数の上限が1増加します,,,,,Aumenta o limite de nódulos de rede em 1,,,,,,,
achievement_infected_desc,,,,,,Upload an infected file,Subir un archivo infectado,,,,Unggah file yang terinfeksi,,感染したファイルをアップロードする,,,,,Faça upload de um arquivo infectado,,,,,,,
upgrade_optimization_compression,,,,,,Optimized Compression,Optimización de compresión,,,,,,圧縮最適化,,,,,Compressão Otimizada,,,,,,,
window_allocator_desc,,,,,,Distributes files into two different outputs,,,,Distribue les fichiers en deux sortie différentes,,,ファイルを2つの出力に分割します,,,,,Distribui arquivos em duas saídas diferentes,,,,,,,
upgrade_optimization_decompiler_desc,,,,,,Reduces clock cycles required by the Decompiler by half,,,,,,,デコンパイラーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Decompilador,,,,,,,
upgrade_research,,,,,,Research,Investigación,,,Recherche ,,,リサーチ,,,,,Pesquisa,,,,,,,
code_invalid,,,,,,Invalid code,Código inválido,,,Code invalide,Kode tidak sah,,無効なコードです,,,,Niepoprawny kod,Código invalido,,,,,,,
input_damage,,,,,,Input Damage,,,,Dégâts en entrée,Masukkan Kerusakan,,ダメージを入力してください,데미지 입력,,,Wprowadź Obrażenia,Insira um dano,,,,,,,
research_agi_desc,,,,,,Unlocks an AGI that can boost productivity based on its neuron count,,,,,,,ニューロンの数に応じて生産力をブーストするAGIをアンロックします,,,,,Desbloqueia uma inteligência capaz de impulsionar produtividade baseado na sua quantidade de neurônios,,,,,,,
achievement_text_completionist_desc,,,,,,Complete all Text requests,Completar todas las solicitudes de texto,,,,Selesaikan semua permintaan Teks,,全てのテキスト依頼を完了する,,,,,Conclua todos os pedidos de texto,,,,,,,
